Month,Com-ID,Display_ID,Owner,Local_authority_area,Postcode,Domain,Number_of_sessions,Power_drawn_kWh,Number_of_faults,Uptime,Display_category
24-Dec,51261,51261,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH1 5GD,ChargePlace Scotland,31,552.86,0,100.00%,Public
24-Dec,52944,52944,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH6 2DH,ChargePlace Scotland,35,748.61,0,100.00%,Public
24-Dec,APTCYCPIP-0047-13,50281,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH16 5AW,ChargePlace Scotland,15,165.77,0,100.00%,Public
24-Dec,50284,50284,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,50280,50280,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,KY13 8FH,ChargePlace Scotland,39,515.93,0,100.00%,Public
24-Dec,APTCYCPIP-0045-13,50279,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,KY13 8FH,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,51529,51529,"ChargePlace Scotland, Pentland Ferries",Highland,KW1 4YB,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,54018,54018,"ChargePlace Scotland, Pennan Harbour Trust",Aberdeenshire,AB43 6JB,ChargePlace Scotland,10,224.81,0,100.00%,Public
24-Dec,51715,51715,"ChargePlace Scotland, Crieff Hydro Family of Hotels, Peebles Hydro Ltd",Scottish Borders,EH45 8LX,ChargePlace Scotland,24,649.97,2,100.00%,Public
24-Dec,51716,51716,"ChargePlace Scotland, Crieff Hydro Family of Hotels, Peebles Hydro Ltd",Scottish Borders,EH45 8LX,ChargePlace Scotland,5,192.63,1,100.00%,Public
24-Dec,APT50670,50670,"ChargePlace Scotland, Peebles Golf Club",Scottish Borders,EH45 8EU,ChargePlace Scotland,46,1031.12,1,100.00%,Public
24-Dec,13873,53510,"ChargePlace Scotland, Ossian Developments TA Woodlands Glencoe, BP - ChargePlace Scotland",Highland,PH49 4JX,ChargePlace Scotland,14,38.22,0,100.00%,Public
24-Dec,13874,53511,"ChargePlace Scotland, Ossian Developments TA Woodlands Glencoe, BP - ChargePlace Scotland",Highland,PH49 4AA,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,54263,54263,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW17 2SR,ChargePlace Scotland,9,182.65,0,99.80%,Public
24-Dec,54260,54260,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW17 2EQ,ChargePlace Scotland,31,671.84,1,72.70%,Public
24-Dec,54261,54261,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW17 2EQ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,54262,54262,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW17 2SS,ChargePlace Scotland,2,30.46,0,100.00%,Public
24-Dec,54264,54264,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW16 3AG,ChargePlace Scotland,21,213.99,0,100.00%,Public
24-Dec,50572,50719,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW15 1GA,ChargePlace Scotland,41,583.82,0,100.00%,Public
24-Dec,52412,52412,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW17 2RR,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,52411,52411,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW15 1BB,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,52416,52416,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW16 3AW,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,52413,52413,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW17 2JA,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,EFA50889,50726,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW15 1GA,ChargePlace Scotland,0,0,1,100.00%,Public
24-Dec,EFA50898,50898,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW17 2RD,ChargePlace Scotland,2,72.15,0,100.00%,Public
24-Dec,52414,52414,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW16 3BW,ChargePlace Scotland,1,2.54,0,100.00%,Public
24-Dec,EFA50899,50629,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW15 1BX,ChargePlace Scotland,23,409.04,0,100.00%,Public
24-Dec,52410,52410,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW15 1BX,ChargePlace Scotland,39,661.81,0,100.00%,Public
24-Dec,52409,52409,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW15 1BX,ChargePlace Scotland,40,700.15,0,100.00%,Public
24-Dec,EFA50890,50871,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW18 3AG,ChargePlace Scotland,10,152.75,0,100.00%,Public
24-Dec,EFA50888,50888,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW16 3AW,ChargePlace Scotland,26,531.82,0,100.00%,Public
24-Dec,EFA50891,51002,"ChargePlace Scotland, Orkney Islands Council",Orkney Islands,KW15 1LR,ChargePlace Scotland,14,136.7,0,99.90%,Public
24-Dec,52244,52244,"ChargePlace Scotland, ORKNEY HOUSING ASSOCIATION LTD",Orkney Islands,KW15 1BX,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,52243,52243,"ChargePlace Scotland, ORKNEY HOUSING ASSOCIATION LTD",Orkney Islands,KW17 2RG,ChargePlace Scotland,2,37.03,0,100.00%,Public
24-Dec,53213,53213,"ChargePlace Scotland, ORKNEY HOUSING ASSOCIATION LTD",Orkney Islands,KW17 2HT,ChargePlace Scotland,7,76.05,0,100.00%,Public
24-Dec,1611510529/B94060093,50335,"ChargePlace Scotland, Ore Valley Housing Association",Fife,KY5 9AF,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,53649,53649,Northmavine Community Development Company,Shetland Islands,ZE2 9RT,ChargePlace Scotland,13,380.28,0,86.00%,Public
24-Dec,51004,51004,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G67 2XJ,ChargePlace Scotland,49,1506.31,0,99.80%,Public
24-Dec,50259,50259,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,ML1 3ED,ChargePlace Scotland,21,181.39,0,100.00%,Public
24-Dec,50611,50611,"ChargePlace Scotland, North Lanarkshire Council",North Lanarkshire,G65 9HT,ChargePlace Scotland,60,1913.4,0,95.80%,Public
